MSA,Year,Inflation Rate over Previous Year
"Houston-The Woodlands-Sugar Land, TX (CBSA)",2015,-0.0015685705005686792
Urban Hawaii (CBSA),2015,0.009998466552402305
"Phoenix-Mesa-Scottsdale, AZ (CBSA)",2015,0.001525541078127208
"Atlanta-Sandy Springs-Roswell, GA (CBSA)",2015,0.0036431245824956357
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)",2015,-0.0015703002960357115
Urban Alaska (CBSA),2015,0.005113412571534472
"Detroit-Warren-Dearborn, MI (CBSA)",2015,-0.01325112968642319
"Tampa-St. Petersburg-Clearwater, FL (CBSA)",2015,0.0035149218155212207
"Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)",2015,-0.00623240939085309
"Minneapolis-ST.Paul-Bloomington, MN-WI (CBSA)",2015,-0.0062302677657453
"San Diego-Carlsbad, CA (CBSA)",2015,0.01618359765411399
"Portland-Salem, OR-WA (CMSA) (DISCONTINUED)",2015,
"Washington-Baltimore, DC-MD-VA-WV (CMSA) (DISCONTINUED)",2015,0.0029252038925229916
"Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)",2015,
"Denver-Boulder-Greeley, CO (CMSA) (DISCONTINUED)",2015,
"Cleveland-Akron, OH (CMSA) (DISCONTINUED)",2015,-0.00030903749554182395
"St. Louis, MO-IL (CBSA)",2015,-0.004066443553404006
"Kansas City, MO-KS (CMSA) (DISCONTINUED)",2015,
"Pittsburgh, PA (CMSA) (DISCONTINUED)",2015,
"Milwaukee-Racine, WI (CMSA) (DISCONTINUED)",2015,
"San Francisco-Oakland-Hayward, CA (CBSA)",2016,0.030893684870762092
"New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2016,0.010772066889734663
"Dallas-Fort Worth-Arlington, TX (CBSA)",2016,0.014024385100873518
"Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2016,0.006626283881371545
"Boston-Cambridge-Newton, MA-NH (CBSA)",2016,0.013784870333933457
"Denver-Aurora-Lakewood, CO (CBSA)",2016,0.027719847243953422
Seattle-Tacoma-Bellevue WA (CBSA),2016,0.02267819295628498
"Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)",2016,0.018366761458625196
"Los Angeles-Riverside-Orange County, CA (CMSA) (DISCONTINUED)",2016,0.018860976602619258
"Houston-The Woodlands-Sugar Land, TX (CBSA)",2016,0.016490782193896655
Urban Hawaii (CBSA),2016,0.019672131147540965
"Phoenix-Mesa-Scottsdale, AZ (CBSA)",2016,0.016317954045704543
"Atlanta-Sandy Springs-Roswell, GA (CBSA)",2016,0.017478661564373058
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)",2016,0.00748980434740964
Urban Alaska (CBSA),2016,0.004246030008044831
"Detroit-Warren-Dearborn, MI (CBSA)",2016,0.016712285784351643
"Tampa-St. Petersburg-Clearwater, FL (CBSA)",2016,0.011725000177257642
"Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)",2016,0.01551826584029806
"Minneapolis-ST.Paul-Bloomington, MN-WI (CBSA)",2016,0.015520434407352271
"San Diego-Carlsbad, CA (CBSA)",2016,0.01965772947935659
"Portland-Salem, OR-WA (CMSA) (DISCONTINUED)",2016,
"Washington-Baltimore, DC-MD-VA-WV (CMSA) (DISCONTINUED)",2016,0.011643080040005005
"Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)",2016,
"Denver-Boulder-Greeley, CO (CMSA) (DISCONTINUED)",2016,
"Cleveland-Akron, OH (CMSA) (DISCONTINUED)",2016,0.0010853668214850642
"St. Louis, MO-IL (CBSA)",2016,0.007992832440047993
"Kansas City, MO-KS (CMSA) (DISCONTINUED)",2016,
"Pittsburgh, PA (CMSA) (DISCONTINUED)",2016,
"Milwaukee-Racine, WI (CMSA) (DISCONTINUED)",2016,
"San Francisco-Oakland-Hayward, CA (CBSA)",2017,0.032200433770101705
"New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2017,0.019575500280187987
"Dallas-Fort Worth-Arlington, TX (CBSA)",2017,0.025484575185243802
"Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2017,0.018794376115024696
"Boston-Cambridge-Newton, MA-NH (CBSA)",2017,0.02550695015406371
"Denver-Aurora-Lakewood, CO (CBSA)",2017,0.03386270844905391
Seattle-Tacoma-Bellevue WA (CBSA),2017,0.030773921923522025
"Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)",2017,0.025830848103744218
"Los Angeles-Riverside-Orange County, CA (CMSA) (DISCONTINUED)",2017,0.027940927189427714
"Houston-The Woodlands-Sugar Land, TX (CBSA)",2017,0.019918252923577476
Urban Hawaii (CBSA),2017,0.02537290365383381
"Phoenix-Mesa-Scottsdale, AZ (CBSA)",2017,0.02472186461195547
"Atlanta-Sandy Springs-Roswell, GA (CBSA)",2017,0.03312899198409948
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)",2017,0.011959213786896471
Urban Alaska (CBSA),2017,0.004792739275442542
"Detroit-Warren-Dearborn, MI (CBSA)",2017,0.02057318781414087
"Tampa-St. Petersburg-Clearwater, FL (CBSA)",2017,0.025343748977980418
"Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)",2017,0.021755749642315633
"Minneapolis-ST.Paul-Bloomington, MN-WI (CBSA)",2017,0.021751432335876578
"San Diego-Carlsbad, CA (CBSA)",2017,0.030138407359886547
"Portland-Salem, OR-WA (CMSA) (DISCONTINUED)",2017,
"Washington-Baltimore, DC-MD-VA-WV (CMSA) (DISCONTINUED)",2017,0.01278621541177054
"Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)",2017,
"Denver-Boulder-Greeley, CO (CMSA) (DISCONTINUED)",2017,
"Cleveland-Akron, OH (CMSA) (DISCONTINUED)",2017,0.012447045695289644
"St. Louis, MO-IL (CBSA)",2017,0.016612047070105388
"Kansas City, MO-KS (CMSA) (DISCONTINUED)",2017,
"Pittsburgh, PA (CMSA) (DISCONTINUED)",2017,
"Milwaukee-Racine, WI (CMSA) (DISCONTINUED)",2017,
"San Francisco-Oakland-Hayward, CA (CBSA)",2018,0.039717476924417926
"New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2018,0.019067761762373833
"Dallas-Fort Worth-Arlington, TX (CBSA)",2018,0.029428182301502133
"Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2018,0.017528758593332763
"Boston-Cambridge-Newton, MA-NH (CBSA)",2018,0.032256110734387
"Denver-Aurora-Lakewood, CO (CBSA)",2018,0.02730837859565878
Seattle-Tacoma-Bellevue WA (CBSA),2018,0.031547741590151106
"Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)",2018,0.03467322459430622
"Los Angeles-Riverside-Orange County, CA (CMSA) (DISCONTINUED)",2018,
"Houston-The Woodlands-Sugar Land, TX (CBSA)",2018,0.0244389230581238
Urban Hawaii (CBSA),2018,0.018616688846897454
"Phoenix-Mesa-Scottsdale, AZ (CBSA)",2018,0.041635414479013436
"Atlanta-Sandy Springs-Roswell, GA (CBSA)",2018,0.023200105195154367
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)",2018,0.013491298565153815
Urban Alaska (CBSA),2018,0.030483361393681723
"Detroit-Warren-Dearborn, MI (CBSA)",2018,0.023332880718996158
"Tampa-St. Petersburg-Clearwater, FL (CBSA)",2018,0.021876274426266055
"Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)",2018,0.02395094445303646
"Minneapolis-ST.Paul-Bloomington, MN-WI (CBSA)",2018,0.02395308447427988
"San Diego-Carlsbad, CA (CBSA)",2018,0.03368932467647202
"Portland-Salem, OR-WA (CMSA) (DISCONTINUED)",2018,
"Washington-Baltimore, DC-MD-VA-WV (CMSA) (DISCONTINUED)",2018,
"Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)",2018,
"Denver-Boulder-Greeley, CO (CMSA) (DISCONTINUED)",2018,
"Cleveland-Akron, OH (CMSA) (DISCONTINUED)",2018,
"St. Louis, MO-IL (CBSA)",2018,0.018262757678634077
"Kansas City, MO-KS (CMSA) (DISCONTINUED)",2018,
"Pittsburgh, PA (CMSA) (DISCONTINUED)",2018,
"Milwaukee-Racine, WI (CMSA) (DISCONTINUED)",2018,
"San Francisco-Oakland-Hayward, CA (CBSA)",2019,0.031549017039914945
"New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2019,0.01653142231017213
"Dallas-Fort Worth-Arlington, TX (CBSA)",2019,0.02099554603032251
"Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2019,0.014616429591845875
"Boston-Cambridge-Newton, MA-NH (CBSA)",2019,0.020078212662224797
"Denver-Aurora-Lakewood, CO (CBSA)",2019,0.019239688729321705
Seattle-Tacoma-Bellevue WA (CBSA),2019,0.024950597436347602
"Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)",2019,0.016755012762496996
"Los Angeles-Riverside-Orange County, CA (CMSA) (DISCONTINUED)",2019,
"Houston-The Woodlands-Sugar Land, TX (CBSA)",2019,0.011380152766181251
Urban Hawaii (CBSA),2019,0.016264373208988145
"Phoenix-Mesa-Scottsdale, AZ (CBSA)",2019,0.02912691269126924
"Atlanta-Sandy Springs-Roswell, GA (CBSA)",2019,0.022364656843846257
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)",2019,0.020128702990451722
Urban Alaska (CBSA),2019,0.013881899661044002
"Detroit-Warren-Dearborn, MI (CBSA)",2019,0.014325315851948557
"Tampa-St. Petersburg-Clearwater, FL (CBSA)",2019,0.017265481299816126
"Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)",2019,0.020970000285750443
"Minneapolis-ST.Paul-Bloomington, MN-WI (CBSA)",2019,0.020970000285750443
"San Diego-Carlsbad, CA (CBSA)",2019,0.023536389024669466
"Portland-Salem, OR-WA (CMSA) (DISCONTINUED)",2019,
"Washington-Baltimore, DC-MD-VA-WV (CMSA) (DISCONTINUED)",2019,
"Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)",2019,
"Denver-Boulder-Greeley, CO (CMSA) (DISCONTINUED)",2019,
"Cleveland-Akron, OH (CMSA) (DISCONTINUED)",2019,
"St. Louis, MO-IL (CBSA)",2019,0.010205307808775668
"Kansas City, MO-KS (CMSA) (DISCONTINUED)",2019,
"Pittsburgh, PA (CMSA) (DISCONTINUED)",2019,
"Milwaukee-Racine, WI (CMSA) (DISCONTINUED)",2019,
"San Francisco-Oakland-Hayward, CA (CBSA)",2020,0.017173307934028544
"New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2020,0.017095719853683612
"Dallas-Fort Worth-Arlington, TX (CBSA)",2020,0.006200499660088075
"Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2020,0.01116210254553293
"Boston-Cambridge-Newton, MA-NH (CBSA)",2020,0.010765676497203
"Denver-Aurora-Lakewood, CO (CBSA)",2020,0.019505727560267076
Seattle-Tacoma-Bellevue WA (CBSA),2020,0.016406554713379654
"Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)",2020,0.008482907367466132
"Los Angeles-Riverside-Orange County, CA (CMSA) (DISCONTINUED)",2020,
"Houston-The Woodlands-Sugar Land, TX (CBSA)",2020,0.0007811533113473317
Urban Hawaii (CBSA),2020,0.015711092052297038
"Phoenix-Mesa-Scottsdale, AZ (CBSA)",2020,0.019619367478309356
"Atlanta-Sandy Springs-Roswell, GA (CBSA)",2020,0.011592517774078012
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)",2020,0.008091511340960696
Urban Alaska (CBSA),2020,-0.011033053243337186
"Detroit-Warren-Dearborn, MI (CBSA)",2020,0.008662030889155663
"Tampa-St. Petersburg-Clearwater, FL (CBSA)",2020,0.025024711299693834
"Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)",2020,0.01155909894204865
"Minneapolis-ST.Paul-Bloomington, MN-WI (CBSA)",2020,0.01155909894204865
"San Diego-Carlsbad, CA (CBSA)",2020,0.015025089126931858
"Portland-Salem, OR-WA (CMSA) (DISCONTINUED)",2020,
"Washington-Baltimore, DC-MD-VA-WV (CMSA) (DISCONTINUED)",2020,
"Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)",2020,
"Denver-Boulder-Greeley, CO (CMSA) (DISCONTINUED)",2020,
"Cleveland-Akron, OH (CMSA) (DISCONTINUED)",2020,
"St. Louis, MO-IL (CBSA)",2020,0.0074355391955429765
"Kansas City, MO-KS (CMSA) (DISCONTINUED)",2020,
"Pittsburgh, PA (CMSA) (DISCONTINUED)",2020,
"Milwaukee-Racine, WI (CMSA) (DISCONTINUED)",2020,
"San Francisco-Oakland-Hayward, CA (CBSA)",2021,0.03377116730701624
"New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2021,0.03316490109822131
"Dallas-Fort Worth-Arlington, TX (CBSA)",2021,0.050335830183509116
"Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2021,0.04217910091772593
"Boston-Cambridge-Newton, MA-NH (CBSA)",2021,0.030921665934305488
"Denver-Aurora-Lakewood, CO (CBSA)",2021,0.035408779731564165
Seattle-Tacoma-Bellevue WA (CBSA),2021,0.049972501772795705
"Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)",2021,0.04614176764997275
"Los Angeles-Riverside-Orange County, CA (CMSA) (DISCONTINUED)",2021,
"Houston-The Woodlands-Sugar Land, TX (CBSA)",2021,0.046663121606944934
Urban Hawaii (CBSA),2021,0.037794331287356694
"Phoenix-Mesa-Scottsdale, AZ (CBSA)",2021,0.05015302901375209
"Atlanta-Sandy Springs-Roswell, GA (CBSA)",2021,0.06566771883049098
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)",2021,0.043701112959429564
Urban Alaska (CBSA),2021,0.0487942923722162
"Detroit-Warren-Dearborn, MI (CBSA)",2021,0.04663406399582742
"Tampa-St. Petersburg-Clearwater, FL (CBSA)",2021,0.06032667147044913
"Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)",2021,0.04840768862871897
"Minneapolis-ST.Paul-Bloomington, MN-WI (CBSA)",2021,0.048409664936738386
"San Diego-Carlsbad, CA (CBSA)",2021,0.05208410447748893
"Portland-Salem, OR-WA (CMSA) (DISCONTINUED)",2021,
"Washington-Baltimore, DC-MD-VA-WV (CMSA) (DISCONTINUED)",2021,
"Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)",2021,
"Denver-Boulder-Greeley, CO (CMSA) (DISCONTINUED)",2021,
"Cleveland-Akron, OH (CMSA) (DISCONTINUED)",2021,
"St. Louis, MO-IL (CBSA)",2021,0.055447261985522
"Kansas City, MO-KS (CMSA) (DISCONTINUED)",2021,
"Pittsburgh, PA (CMSA) (DISCONTINUED)",2021,
"Milwaukee-Racine, WI (CMSA) (DISCONTINUED)",2021,
"San Francisco-Oakland-Hayward, CA (CBSA)",2022,0.055929574895091996
"New York-Newark-Jersey City, NY-NJ-PA (CBSA)",2022,0.06102836928970011
"Dallas-Fort Worth-Arlington, TX (CBSA)",2022,0.08825351052410405
"Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",2022,0.07553143388868325
"Boston-Cambridge-Newton, MA-NH (CBSA)",2022,0.07205959345337025
"Denver-Aurora-Lakewood, CO (CBSA)",2022,0.0801131827777677
Seattle-Tacoma-Bellevue WA (CBSA),2022,0.08952533333333332
"Miami-Fort Lauderdale-West Palm Beach, FL (CBSA)",2022,0.09701477259100887
"Los Angeles-Riverside-Orange County, CA (CMSA) (DISCONTINUED)",2022,
"Houston-The Woodlands-Sugar Land, TX (CBSA)",2022,0.08156627259648477
Urban Hawaii (CBSA),2022,0.06488319441543312
"Phoenix-Mesa-Scottsdale, AZ (CBSA)",2022,0.11513567379478208
"Atlanta-Sandy Springs-Roswell, GA (CBSA)",2022,0.10545970965705852
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (CBSA)",2022,0.0778894797687862
Urban Alaska (CBSA),2022,0.08109583727710233
"Detroit-Warren-Dearborn, MI (CBSA)",2022,0.08133812014815928
"Tampa-St. Petersburg-Clearwater, FL (CBSA)",2022,0.10343395153468134
"Minneapolis-St.Paul-Bloomington, MN-WI (CBSA)",2022,0.07451252431723225
"Minneapolis-ST.Paul-Bloomington, MN-WI (CBSA)",2022,0.07450861375070916
"San Diego-Carlsbad, CA (CBSA)",2022,0.07710121449893141
"Portland-Salem, OR-WA (CMSA) (DISCONTINUED)",2022,
"Washington-Baltimore, DC-MD-VA-WV (CMSA) (DISCONTINUED)",2022,
"Cincinnati-Hamilton, OH-KY-IN (CMSA) (DISCONTINUED)",2022,
"Denver-Boulder-Greeley, CO (CMSA) (DISCONTINUED)",2022,
"Cleveland-Akron, OH (CMSA) (DISCONTINUED)",2022,
"St. Louis, MO-IL (CBSA)",2022,0.07759132698722652
"Kansas City, MO-KS (CMSA) (DISCONTINUED)",2022,
"Pittsburgh, PA (CMSA) (DISCONTINUED)",2022,
"Milwaukee-Racine, WI (CMSA) (DISCONTINUED)",2022,
